lat,lon,driver_age,driver_experience,vehicle_age,vehicle_type,speed,weather,road_type,light_condition,traffic_density,surface_condition,hour_of_day,accident_count,risk
17.54337224229435,78.50326268023768,53,37,3,2,49,0,0,0,1,0,10,4,0
17.351099904718986,78.36430319542589,67,0,19,1,96,2,2,1,2,1,23,32,2
17.39577604171106,78.41683535354757,18,2,17,2,92,3,2,1,2,2,23,52,2
17.48046605997375,78.53631056480968,59,2,11,1,77,0,0,1,1,0,1,14,1
17.45099973224886,78.43116449070139,64,1,18,3,100,2,2,1,2,1,2,28,2
17.487715766633716,78.54572064744191,62,1,13,3,98,3,2,1,2,1,4,32,2
17.512784167879214,78.30363623239316,43,39,7,1,51,0,1,0,0,0,16,2,0
17.49040490383218,78.3916572931974,46,39,6,0,32,0,0,0,1,0,8,2,0
17.435661158676893,78.48418007542801,45,8,4,2,22,0,0,0,1,0,6,4,0
17.414594259784664,78.35122484826634,49,11,6,1,76,1,1,1,2,1,2,17,1
17.472381687757892,78.51869431849674,32,9,1,1,35,0,0,0,1,0,18,1,0
17.3510315711658,78.47850925600245,18,2,12,1,119,2,2,1,2,1,0,55,2
17.465949233470642,78.59910693120592,64,1,12,0,114,1,2,1,2,1,2,39,2
17.45574164589087,78.58513775117258,50,9,3,2,27,0,1,0,0,0,14,0,0
17.538538917360924,78.56572426011564,31,11,6,3,73,1,0,0,2,0,20,14,1
17.391590460823423,78.33042624853476,45,39,4,3,35,0,1,0,1,0,10,3,0
17.436309793681904,78.3286781208908,48,8,10,0,80,1,2,0,1,1,23,10,1
17.36060243310377,78.46813218929412,25,6,0,0,50,0,0,0,0,0,6,3,0
17.41211138049458,78.51662128146081,32,30,7,3,47,0,1,0,0,0,19,4,0
17.523761071949373,78.519483845794,69,0,14,0,97,3,2,1,2,2,2,58,2
17.455722618954752,78.32137701832957,42,6,6,3,39,0,1,0,1,0,12,2,0
17.331931516155784,78.38486149735422,19,0,16,1,89,1,2,1,2,2,23,20,2
17.37979692753096,78.34706748749217,18,2,18,0,94,3,2,1,2,1,22,54,2
17.312205510481345,78.35611280557161,62,19,5,0,80,1,1,1,2,0,22,8,1
17.531392128226695,78.48511995483534,49,22,3,0,36,0,1,0,1,0,8,2,0
17.3173803850633,78.30294243441419,26,5,5,2,57,1,1,1,1,1,6,14,1
17.35731284880816,78.52307817485297,44,22,6,1,30,0,1,0,0,0,7,3,0
17.51642690138126,78.4661680165248,18,1,15,0,114,2,2,1,2,2,23,23,2
17.329266754106904,78.31945607834488,35,37,4,3,31,0,0,0,1,0,15,2,0
17.30518533570155,78.59428553920579,38,15,14,2,55,0,2,0,1,0,18,15,1
17.38682208974909,78.50987109895362,19,2,14,1,106,2,2,1,2,2,3,57,2
17.327177244907038,78.34407690813018,42,13,5,2,69,0,0,0,1,1,14,9,1
17.465049344179434,78.48450389041166,47,14,2,3,32,0,1,0,1,0,8,3,0
17.343347320210334,78.48776599329913,36,3,9,1,68,1,2,1,1,1,7,11,1
17.328961788149336,78.48803309221387,35,18,6,0,60,0,0,0,1,1,22,11,1
17.483024592455674,78.51589652198344,35,5,9,3,59,1,0,0,1,0,18,17,1
17.308383108683945,78.48212687361563,53,29,6,2,50,0,0,0,0,0,15,4,0
17.50943468987944,78.49846937045201,48,3,6,2,74,0,1,1,2,1,17,15,1
17.304287920174154,78.38191164986587,55,3,9,3,76,0,2,1,2,1,9,13,1
17.462808244260373,78.40360258567347,50,33,2,2,49,0,1,0,0,0,19,3,0
17.435723745339157,78.56499079912011,62,2,16,1,116,2,2,1,2,2,3,22,2
17.485676630299995,78.4731367758115,40,18,7,1,37,0,1,0,0,0,11,0,0
17.48382401200513,78.46816157641553,61,0,18,2,112,1,2,1,2,1,3,28,2
17.483684618941272,78.49253588931144,20,2,19,1,106,1,2,1,2,2,22,43,2
17.51768747531813,78.44290071999032,29,12,3,0,36,0,0,0,0,0,14,3,0
17.370393571463882,78.41299195553916,53,7,11,2,60,0,1,1,2,0,19,16,1
17.346641756012826,78.50285326862263,34,32,7,2,43,0,1,0,1,0,13,2,0
17.439293291638737,78.38177791679507,63,2,16,3,106,2,2,1,2,2,22,47,2
17.40220347251835,78.33084606714145,45,5,13,1,66,1,1,1,2,1,21,16,1
17.502964555727445,78.56716534463084,29,5,11,0,78,0,1,1,2,1,4,10,1
17.377728007215545,78.48219737767731,41,5,13,3,65,1,1,0,2,0,19,11,1
17.486363103376757,78.57266670145472,35,17,14,3,81,0,1,0,1,0,20,6,1
17.39754267881793,78.37008587954341,42,16,12,0,80,1,2,0,1,1,3,6,1
17.424794939127118,78.3068643822059,19,0,16,0,92,2,2,1,2,1,4,48,2
17.454483613877823,78.50916589824257,64,17,9,1,80,1,1,1,1,0,12,13,1
17.404259989742307,78.58142557785484,22,2,13,2,101,1,2,1,2,2,1,45,2
17.497893774098248,78.39613497911242,51,8,14,2,62,1,1,0,1,0,10,5,1
17.37103396605135,78.46271818928051,29,11,5,3,81,1,0,1,2,1,15,16,1
17.46093474864998,78.5716561135514,64,2,14,3,112,3,2,1,2,1,2,30,2
17.339886170028297,78.36860303388107,33,31,1,3,26,0,1,0,0,0,14,4,0
17.405968376522676,78.37909908392092,61,0,12,3,116,3,2,1,2,1,23,27,2
17.51439103509978,78.41433229108353,22,1,12,1,105,1,2,1,2,2,3,41,2
17.533817540645483,78.50009085886445,28,17,10,0,58,1,0,1,1,0,2,17,1
17.535682943533782,78.54676043831526,47,33,0,1,32,0,1,0,1,0,12,2,0
17.47488973986291,78.50545634375366,35,10,11,0,69,1,0,0,1,1,20,19,1
17.377920814211492,78.55517534094668,60,9,5,3,80,1,1,1,1,1,8,14,1
17.51495187050405,78.48006185292179,21,0,16,3,88,2,2,1,2,2,0,23,2
17.368974704230464,78.47355034549534,68,2,14,2,91,2,2,1,2,2,22,54,2
17.312163945499783,78.34554163651192,67,2,14,0,94,3,2,1,2,1,23,25,2
17.48827491994291,78.46631541174945,20,2,19,1,92,2,2,1,2,2,22,27,2
17.509633726913435,78.39572998897106,44,12,14,0,64,0,0,0,2,1,12,11,1
17.542325633904774,78.56181907514538,53,16,0,2,47,0,0,0,0,0,14,1,0
17.32084439072466,78.55732768734212,34,4,8,3,72,1,1,1,2,0,17,8,1
17.430274044895032,78.54941725232011,49,4,5,3,71,0,0,0,2,1,7,19,1
17.43676530369966,78.42345636583026,48,6,8,0,81,1,1,1,2,0,17,14,1
17.46493625460166,78.46945353066513,56,6,11,0,60,0,1,0,2,1,15,10,1
17.464893485467954,78.3383229382527,21,0,16,0,114,1,2,1,2,1,22,24,2
17.45518100300605,78.53520997085494,20,2,18,0,115,2,2,1,2,2,2,39,2
17.42280969398775,78.35478041942469,53,5,7,0,66,0,1,0,1,1,1,18,1
17.48239277421427,78.53302420985516,63,1,12,0,109,1,2,1,2,2,2,20,2
17.395625432671434,78.34386644653816,44,14,10,2,84,0,0,0,2,1,6,16,1
17.547490058097488,78.57542296565974,34,27,4,0,32,0,0,0,0,0,12,1,0
17.49378320584028,78.4804835460439,31,23,7,2,46,0,1,0,0,0,17,4,0
17.406359109654105,78.57215850921175,54,22,7,2,32,0,0,0,1,0,7,2,0
17.431353017738502,78.39142854036801,18,1,14,2,93,3,2,1,2,2,2,39,2
17.382248943671993,78.31173744144591,49,6,13,2,78,1,1,1,1,0,4,15,1
17.33066938230065,78.57135124236542,62,2,12,3,115,2,2,1,2,1,1,46,2
17.40903163228383,78.5892052221353,35,12,4,2,44,0,1,0,1,0,16,3,0
17.444109964660697,78.44018874090752,39,17,7,3,61,1,0,0,1,1,14,17,1
17.34991844553959,78.38546187058857,51,19,3,2,43,0,1,0,1,0,12,0,0
17.522194256375737,78.42266116828607,64,2,18,2,100,1,2,1,2,1,22,52,2
17.47370927865758,78.45974406205818,65,1,13,3,103,1,2,1,2,2,0,24,2
17.321314556159216,78.31802554716681,38,5,5,0,60,0,0,0,2,1,7,14,1
17.404037614024404,78.39081869819158,63,1,16,3,108,2,2,1,2,1,3,50,2
17.35395525687421,78.3216253007996,28,20,0,2,30,0,0,0,1,0,17,4,0
17.492498388274655,78.5148970164188,32,6,0,0,51,0,1,0,1,0,10,0,0
17.347320716242063,78.35045723532848,41,15,5,0,62,1,1,1,2,0,2,12,1
17.419859022264884,78.30807124615488,64,1,16,2,106,3,2,1,2,1,0,49,2
17.34723126670978,78.43455768236474,20,6,6,1,73,1,2,0,1,0,9,7,1
17.329966341833423,78.49947351734616,27,13,5,2,37,0,0,0,1,0,15,4,0
17.35763469804273,78.30640832215535,65,0,17,2,88,3,2,1,2,1,1,34,2
17.368196617670208,78.36013663839161,20,0,18,1,99,1,2,1,2,2,23,28,2
17.432234283506805,78.33329942963739,33,25,3,0,28,0,0,0,0,0,12,2,0
17.399295882404616,78.34277824322457,44,14,6,0,54,0,1,0,0,0,12,1,0
17.49536184465642,78.41738950079491,22,0,17,2,114,2,2,1,2,2,22,39,2
17.476560556789124,78.44947670467903,28,8,4,2,28,0,1,0,0,0,10,0,0
17.46264624666153,78.47318402069114,20,10,6,0,84,1,2,1,2,0,10,11,1
17.40033700105963,78.51004790762194,28,18,5,1,67,1,0,0,1,0,23,12,1
17.427835599715234,78.53607101587659,35,30,7,0,39,0,0,0,0,0,11,3,0
17.44584219127429,78.41514988557991,43,31,3,2,45,0,0,0,0,0,7,2,0
17.318789641334522,78.59935091888747,29,12,11,3,57,0,1,0,1,0,2,18,1
17.4446688521431,78.37211967386804,39,7,1,2,32,0,0,0,1,0,18,4,0
17.349589117062333,78.47182656998545,35,5,14,3,56,1,0,1,1,0,22,14,1
17.53572742597813,78.57815334584383,39,27,5,1,40,0,1,0,1,0,9,0,0
17.339641307361088,78.49195192968293,67,0,18,1,113,2,2,1,2,1,1,42,2
17.31939889549404,78.47217429268387,31,8,11,0,59,1,0,0,2,1,13,16,1
17.3243814975742,78.45824591363859,69,0,15,1,117,3,2,1,2,2,23,40,2
17.368888953842976,78.46319089073931,62,1,15,2,94,2,2,1,2,2,1,21,2
17.53346875438198,78.39087927169213,53,27,3,3,26,0,1,0,1,0,17,0,0
17.43118910790806,78.56940916468498,32,30,4,0,33,0,1,0,1,0,16,0,0
17.32364362155208,78.45438219307063,66,2,17,0,111,3,2,1,2,2,23,23,2
17.362207888916473,78.498710128556,66,2,12,0,115,2,2,1,2,2,2,48,2
17.407704347696782,78.48251526504495,60,12,8,3,56,0,2,0,1,0,1,5,1
17.342439476271885,78.53133684475556,44,13,2,3,40,0,0,0,1,0,9,4,0
17.451814551340053,78.41130251611943,66,1,16,1,109,1,2,1,2,2,23,48,2
17.399463899761436,78.49286457301761,36,37,1,3,20,0,1,0,1,0,14,2,0
17.390243474235007,78.45338263866022,36,25,2,1,27,0,1,0,0,0,11,2,0
17.522160795223524,78.51852638941013,68,1,16,3,108,2,2,1,2,2,2,55,2
17.531938070798805,78.39527603857833,43,27,1,0,53,0,1,0,1,0,16,2,0
17.517960881936308,78.3635982164096,46,7,0,0,48,0,1,0,1,0,10,1,0
17.325519991743548,78.38869477849721,18,2,18,1,95,2,2,1,2,2,1,20,2
17.462124437792276,78.4849320427403,21,1,13,3,111,1,2,1,2,2,1,34,2
17.473412378597413,78.49371834474015,61,2,13,1,91,3,2,1,2,1,22,25,2
17.306340444290182,78.3368491046759,18,1,15,0,86,2,2,1,2,2,4,59,2
17.478956241170522,78.45500951556788,34,21,3,0,21,0,1,0,0,0,19,0,0
17.529527834690143,78.44786276914058,38,9,10,2,65,0,1,1,2,0,8,10,1
17.479494883505097,78.57314148785137,28,6,8,3,58,1,0,1,2,1,1,17,1
17.393312947907337,78.5400010445291,53,36,0,1,32,0,0,0,1,0,19,4,0
17.309137416962024,78.57073599218575,29,21,6,0,34,0,0,0,0,0,10,3,0
17.509724521611485,78.56226675740555,43,19,1,0,32,0,0,0,0,0,17,1,0
17.469590022445725,78.41165606912043,60,19,14,0,81,0,1,1,1,1,23,11,1
17.461368073976793,78.41032780526318,42,27,6,1,45,0,1,0,1,0,8,0,0
17.353241040377227,78.45375079463109,32,30,2,3,25,0,0,0,1,0,14,3,0
17.42013983857519,78.39727740020939,67,1,17,3,90,3,2,1,2,2,2,41,2
17.492730461161013,78.35874992524028,40,6,1,2,21,0,1,0,1,0,13,4,0
17.45618380053074,78.4636962622843,69,0,18,1,106,1,2,1,2,1,1,29,2
17.388542419630063,78.54584002544833,21,2,13,0,118,3,2,1,2,2,1,46,2
17.4541197800095,78.3959403737844,64,2,12,0,113,1,2,1,2,2,3,57,2
17.49125058099793,78.3133032637687,58,11,7,0,56,1,2,0,2,0,3,6,1
17.379651107836622,78.30323654887874,21,0,17,3,86,1,2,1,2,1,2,37,2
17.309167856733385,78.3000034904266,49,25,1,0,44,0,0,0,0,0,19,4,0
17.375616956746214,78.30609314035,39,16,9,3,67,1,0,0,2,1,2,16,1
17.530668957131063,78.40564154506806,30,6,11,3,82,1,1,0,1,1,4,6,1
17.517035563594376,78.52770158475657,52,23,4,0,29,0,1,0,1,0,6,1,0
17.4519623822476,78.54323762164884,61,2,19,3,96,3,2,1,2,1,4,48,2
17.4441683294398,78.30687064843947,38,16,9,0,84,0,0,1,1,0,17,10,1
17.50411346390014,78.32967133396112,61,15,6,2,59,0,0,1,1,0,5,19,1
17.532784477298158,78.5129644339826,69,1,17,3,88,1,2,1,2,1,22,21,2
17.355009980963658,78.43204488940378,22,1,13,2,98,1,2,1,2,1,0,46,2
17.45757611939005,78.44320946502414,66,2,14,2,94,3,2,1,2,2,2,20,2
17.32242698785991,78.39502459459506,20,8,12,1,82,0,2,0,1,0,6,15,1
17.516823550239952,78.43730988154779,54,39,7,3,32,0,1,0,0,0,7,4,0
17.521494437059047,78.3265814141909,34,22,4,0,35,0,0,0,1,0,6,3,0
17.502908829991178,78.37210794494659,63,2,12,2,90,1,2,1,2,1,0,31,2
17.440319299392375,78.33123289481524,41,9,2,0,38,0,0,0,0,0,10,1,0
17.516178490718826,78.30765715336713,25,7,12,0,83,1,1,0,1,0,9,5,1
17.340654234836222,78.52781947872539,41,34,5,0,36,0,0,0,0,0,16,2,0
17.525586514106898,78.33072018478887,44,18,10,2,65,1,0,1,1,1,17,12,1
17.343343398823688,78.50589815900582,35,32,1,0,49,0,1,0,0,0,18,0,0
17.51067373605569,78.34544481499616,33,7,7,0,69,0,1,1,2,0,16,8,1
17.39960192054101,78.4964433900091,39,10,6,3,58,0,0,1,1,1,18,11,1
17.51677543773447,78.47693131369633,18,2,14,3,97,3,2,1,2,2,1,36,2
17.374073246942377,78.53558101977302,69,2,13,0,89,3,2,1,2,2,3,35,2
17.450658100088678,78.43109143009018,22,1,19,2,117,2,2,1,2,2,0,53,2
17.541201479962233,78.49436617475199,18,2,12,3,95,3,2,1,2,2,1,28,2
17.320079111986313,78.35605034998032,24,15,14,2,74,1,0,0,2,1,12,8,1
17.537221384313334,78.38178720022006,52,26,3,2,48,0,0,0,1,0,17,4,0
17.533656683131895,78.30568991541931,19,2,15,2,104,1,2,1,2,1,0,50,2
17.500642976323757,78.5115336784006,65,1,13,2,116,2,2,1,2,2,23,48,2
17.524197102476503,78.38614138742537,50,33,5,1,43,0,0,0,1,0,19,4,0
17.3192449774572,78.46200357438134,50,14,0,0,46,0,0,0,1,0,7,4,0
17.52782054305087,78.53357918385221,68,2,12,1,114,1,2,1,2,2,2,24,2
17.548411741979642,78.34350365021888,62,1,18,0,94,2,2,1,2,2,1,49,2
17.34463821482123,78.45740740242577,64,12,5,0,75,1,0,0,1,0,1,9,1
17.3343802360365,78.50848532667074,25,30,3,0,20,0,1,0,1,0,6,2,0
17.38265327734031,78.43165203981484,68,2,14,0,111,1,2,1,2,2,0,26,2
17.457802534212195,78.42981788278003,61,1,16,0,89,3,2,1,2,1,3,27,2
17.36455109820926,78.44134029554142,62,1,12,3,113,2,2,1,2,2,0,21,2
17.40898999728219,78.33334995035278,19,1,19,1,112,3,2,1,2,2,4,54,2
17.54251613425504,78.45194882886122,30,16,14,0,58,1,0,0,2,0,20,13,1
17.45835021357918,78.46161053938582,38,7,2,2,25,0,1,0,1,0,17,0,0
17.312450070723596,78.31846279407297,62,3,9,2,78,0,0,1,1,1,13,5,1
17.441959686584827,78.56603175256272,44,3,6,0,62,0,2,1,2,1,23,16,1
17.39859677493541,78.3036015400106,61,1,15,1,107,2,2,1,2,1,23,27,2
17.50383739331511,78.50429322680796,22,0,13,0,115,2,2,1,2,1,3,21,2
17.530140175525087,78.42694305640394,20,2,19,0,92,2,2,1,2,1,2,59,2
17.501860038791015,78.43956168368511,46,9,1,1,27,0,1,0,1,0,15,2,0
17.54013787070119,78.42801773396201,21,0,19,2,86,1,2,1,2,1,1,21,2
17.47673228379705,78.44557169070909,20,2,14,1,87,1,2,1,2,2,2,42,2
17.42767832173626,78.40924745945516,54,5,13,1,70,0,1,1,2,0,15,11,1
17.51997635832695,78.49151145887117,41,8,5,0,68,0,1,0,2,1,13,10,1
17.519365215657597,78.38111798591535,30,21,0,3,41,0,0,0,0,0,14,2,0
17.453498781008705,78.54287439068138,53,5,8,0,80,1,2,0,1,0,11,7,1
17.482160547296015,78.37862127795064,66,1,12,3,87,3,2,1,2,1,2,22,2
17.534438253877873,78.30545987764532,34,9,9,3,83,0,1,0,1,0,22,10,1
17.32287170934944,78.40807017564012,51,14,3,0,53,0,0,0,1,0,11,0,0
17.458260730868933,78.3619364715128,62,2,16,2,92,3,2,1,2,2,2,44,2
17.506719705064906,78.30780979494708,61,1,14,1,108,1,2,1,2,1,22,36,2
17.39683593491451,78.39371918516015,60,1,12,3,107,3,2,1,2,1,23,35,2
17.471440610440016,78.36479645803072,18,2,14,3,116,2,2,1,2,2,0,21,2
17.529328393865562,78.47318370876994,47,34,6,0,44,0,1,0,1,0,8,1,0
17.454184520143727,78.46557036554854,32,19,14,1,71,0,2,1,1,0,15,12,1
17.371210123594366,78.3267373296348,51,34,2,3,29,0,0,0,0,0,17,1,0
17.498796548692177,78.35223280060022,50,26,3,1,23,0,0,0,0,0,8,0,0
17.34359160725125,78.3914037417294,41,16,3,1,30,0,0,0,0,0,7,0,0
17.420155183404162,78.53112390446901,32,14,11,1,72,0,0,1,2,1,0,12,1
17.402790241461588,78.56740308146401,49,14,12,1,71,1,2,0,1,0,3,17,1
17.465630571088496,78.44506369401597,46,21,5,3,45,0,1,0,0,0,6,2,0
17.39831841441475,78.34940548189833,66,0,12,1,106,2,2,1,2,1,23,53,2
17.475768005476787,78.37168996007658,62,1,19,3,107,2,2,1,2,2,3,20,2
17.317971530713052,78.47906378620085,64,17,13,3,63,1,0,1,1,1,18,10,1
17.37954317287461,78.33698591979781,21,11,11,3,66,0,0,1,1,1,17,14,1
17.454532060114474,78.55804190800482,27,8,1,1,51,0,1,0,0,0,9,4,0
17.352337330834178,78.45156203207299,50,32,7,2,38,0,1,0,1,0,8,2,0
17.311225069305046,78.44746177327956,63,0,17,2,118,2,2,1,2,1,22,55,2
17.5285216684261,78.32084010882366,20,2,18,2,109,3,2,1,2,1,2,22,2
17.431097567331896,78.38851221229625,46,7,4,3,36,0,0,0,0,0,9,4,0
17.473993551523424,78.5903580104535,35,29,7,3,32,0,0,0,1,0,18,4,0
17.360008396093583,78.52660199350663,69,2,19,2,100,2,2,1,2,2,2,47,2
17.39251450901154,78.5275912751741,34,11,6,0,69,0,2,1,1,0,2,11,1
17.48550816559844,78.5593849094466,67,0,16,2,114,1,2,1,2,2,4,45,2
17.369661616059155,78.51262340932288,25,14,1,1,24,0,0,0,0,0,6,2,0
17.512812991658564,78.49387485055811,21,2,14,3,93,2,2,1,2,1,22,51,2
17.52408395463028,78.30763432797173,52,28,6,2,22,0,0,0,1,0,19,3,0
17.473837249127083,78.54923385983606,66,2,19,0,94,2,2,1,2,2,22,48,2
17.457911122352876,78.4679360571214,48,18,12,0,67,0,0,0,1,1,7,17,1
17.459168217000347,78.30401287182264,65,2,18,3,107,2,2,1,2,2,4,37,2
17.43208803063781,78.38231473310123,58,2,12,3,63,0,1,0,1,0,4,8,1
17.536692870359005,78.49891615912082,36,7,8,1,57,1,0,1,1,0,13,12,1
17.30274895716462,78.39069997480544,44,21,3,2,47,0,0,0,0,0,18,0,0
17.519008217880316,78.4160725073053,21,14,13,3,73,1,1,0,2,1,0,17,1
17.471971430575206,78.33731051970015,51,19,2,0,32,0,0,0,0,0,11,0,0
17.30580667836528,78.3538079068651,60,2,16,1,95,3,2,1,2,1,22,50,2
17.47435506681171,78.50775972946113,48,8,7,3,45,0,1,0,0,0,11,2,0
17.521279830226913,78.54646211465898,34,14,12,3,63,0,1,0,1,1,21,5,1
17.367904263178744,78.40437046216435,22,2,18,2,119,2,2,1,2,1,3,32,2
17.424115219612602,78.39414485837969,64,2,16,2,97,3,2,1,2,1,2,21,2
17.32002304022006,78.53998444448771,48,19,10,1,59,0,0,0,2,0,7,15,1
17.481630867978378,78.49694949377366,19,1,17,0,117,2,2,1,2,2,0,25,2
17.379132037549493,78.58713725870567,60,9,10,3,74,0,0,0,1,0,5,10,1
17.54005155179662,78.34618719772556,42,19,13,1,68,0,0,1,2,1,14,15,1
17.40021285419091,78.39940410213092,27,27,6,1,35,0,1,0,0,0,6,3,0
17.37280728504951,78.57811036343888,25,21,3,2,30,0,0,0,1,0,11,1,0
17.546210299740583,78.45222358161534,53,35,5,0,49,0,0,0,0,0,15,0,0
17.453582385265182,78.4219445100945,21,0,12,1,104,2,2,1,2,2,0,58,2
17.412636033827525,78.36759507898536,43,22,2,2,26,0,0,0,1,0,9,4,0
17.350080121518456,78.31103811728916,64,14,9,2,80,1,2,0,2,0,20,7,1
17.34801244159901,78.42432205670116,68,0,12,0,96,2,2,1,2,1,4,20,2
17.449353275542578,78.4027343936504,39,18,5,1,53,0,0,0,0,0,18,3,0
17.36768616828589,78.55368130889697,32,20,5,1,22,0,0,0,1,0,19,1,0
17.54284877351041,78.56822829075998,32,12,5,2,23,0,1,0,1,0,15,4,0
17.445823949152505,78.39569813225192,67,2,13,1,117,1,2,1,2,1,23,58,2
17.311361595085366,78.51838179209213,53,11,5,3,52,0,1,0,1,0,12,1,0
17.330677610982548,78.43838115994568,54,4,8,3,62,1,2,0,2,0,16,8,1
17.323315549477233,78.59169950353868,65,2,19,2,106,1,2,1,2,2,22,53,2
17.307625062484764,78.34505070024511,50,15,3,3,36,0,0,0,1,0,19,3,0
17.54308466958597,78.37669266896988,21,2,18,0,111,2,2,1,2,1,4,23,2
17.454453819939722,78.36990991600507,57,13,13,2,65,1,2,0,1,0,2,13,1
17.493061192324166,78.47598253895264,34,20,6,2,35,0,0,0,0,0,9,2,0
17.45852250859046,78.46568263577412,69,2,13,1,106,1,2,1,2,2,2,45,2
17.441974557237543,78.39801860717625,66,0,12,3,112,2,2,1,2,1,4,54,2
17.47263463952889,78.58024392451382,32,16,14,1,67,0,2,1,1,0,6,17,1
17.474162705969224,78.33240772623921,50,38,1,2,40,0,1,0,1,0,9,2,0
17.44467950264756,78.46603844157748,49,4,12,0,72,0,1,1,2,0,5,7,1
17.360793047749866,78.50652150554764,39,21,4,3,40,0,1,0,0,0,10,1,0
17.498268008330864,78.40409012268734,60,18,12,0,67,0,2,1,2,0,21,19,1
17.54434072697716,78.50931765570508,68,0,15,2,90,1,2,1,2,1,1,27,2
17.438333418105692,78.40423732517357,41,12,9,1,67,1,2,0,2,1,5,16,1
17.307600725269662,78.39556747745642,67,1,15,3,99,2,2,1,2,2,3,42,2
17.331074305871386,78.56182615186984,44,20,0,2,24,0,0,0,1,0,14,3,0
